S,P,O1,O2,S_perf,P_perf,O1_perf,O2_perf,pos1,pos2,pos3,pos4,subject_id,trial,rt,decision_type,bonus,response,response_n,dec_OC,out_eng,dec_num_n,correct,init,age,sex,version
4,4,3,4,,,,,0,1,3,2,oep739p,105,0.29999999701976776,1,0.5,,0,1,1.5,2,0,SC,16,W,NA
3,2,3,6,,,,,1,3,0,2,oep739p,106,570.5999999977648,5,-0.5,,0,NA,-4.5,1,1,SC,16,W,NA
3,2,3,6,,,,,1,3,0,2,oep739p,106,12.199999999254942,1,0.5,,1,1,0.5,2,1,SC,16,W,NA
5,3,3,4,,,,,3,1,0,2,oep739p,107,483.6000000014901,2,-0.5,,0,2,0.5,1,0,SC,16,W,NA
5,3,3,4,,,,,3,1,0,2,oep739p,107,461,5,0.5,,1,NA,1.5,2,1,SC,16,W,NA
3,6,3,3,,,,,2,0,3,1,oep739p,108,416,5,0.5,,0,NA,3.5,1,0,SC,16,W,NA
3,6,3,3,,,,,2,0,3,1,oep739p,108,203,2,-0.5,,1,2,-0.5,2,0,SC,16,W,NA
4,6,5,4,,,,,1,3,0,2,50d08uq,1,4730.100000000559,5,0.5,,1,NA,1.5,1,1,LR,20,W,NA
4,6,5,4,,,,,1,3,0,2,50d08uq,1,3788.2000000001863,2,0.5,,1,2,0.5,2,1,LR,20,W,NA
2,4,4,5,,,,,1,2,0,3,50d08uq,2,1819.3999999994412,1,0.5,,0,1,-1.5,1,1,LR,20,W,NA
2,4,4,5,,,,,1,2,0,3,50d08uq,2,1354.7000000001863,5,-0.5,,0,NA,-3.5,2,1,LR,20,W,NA
1,5,3,2,,,,,2,0,1,3,50d08uq,3,9071.5,5,-0.5,,0,NA,0.5,1,0,LR,20,W,NA
1,5,3,2,,,,,2,0,1,3,50d08uq,3,1851.0999999996275,4,0.5,,1,2,3.5,2,1,LR,20,W,NA
5,2,5,3,,,,,2,1,0,3,50d08uq,4,6203.4000000003725,5,-0.5,,1,NA,-1.5,1,0,LR,20,W,NA
5,2,5,3,,,,,2,1,0,3,50d08uq,4,1417.7000000001863,1,0.5,,1,1,0.5,2,1,LR,20,W,NA
3,4,4,3,,,,,3,0,2,1,50d08uq,5,4606.0999999996275,2,0.5,,1,2,0.5,1,1,LR,20,W,NA
3,4,4,3,,,,,3,0,2,1,50d08uq,5,21717,5,0.5,,1,NA,0.5,2,1,LR,20,W,NA
4,5,4,5,,,,,1,3,2,0,50d08uq,6,3218.7999999998137,4,-0.5,,1,2,-0.5,1,0,LR,20,W,NA
4,5,4,5,,,,,1,3,2,0,50d08uq,6,4811,2,-0.5,,0,2,-1.5,2,1,LR,20,W,NA
5,4,3,3,,,,,3,2,0,1,50d08uq,7,4951.399999999441,5,-0.5,,1,NA,2.5,1,1,LR,20,W,NA
5,4,3,3,,,,,3,2,0,1,50d08uq,7,4010.9000000003725,4,-0.5,,0,2,0.5,2,0,LR,20,W,NA
5,4,3,5,,,,,0,2,3,1,50d08uq,8,2610.2000000001863,1,-0.5,,1,1,1.5,1,1,LR,20,W,NA
5,4,3,5,,,,,0,2,3,1,50d08uq,8,13326.5,2,-0.5,,0,2,-0.5,2,1,LR,20,W,NA
4,4,4,4,,,,,0,3,2,1,50d08uq,9,19720.299999999814,2,0.5,,1,2,0.5,1,1,LR,20,W,NA
4,4,4,4,,,,,0,3,2,1,50d08uq,9,17213.900000000373,1,-0.5,,0,1,-0.5,2,1,LR,20,W,NA
4,5,2,4,,,,,2,0,3,1,50d08uq,10,2210.600000000559,3,0.5,,1,1,3.5,1,1,LR,20,W,NA
4,5,2,4,,,,,2,0,3,1,50d08uq,10,2443.300000000745,5,-0.5,,1,NA,2.5,2,1,LR,20,W,NA
3,4,5,2,,,,,1,0,3,2,50d08uq,11,1961.2999999998137,1,0.5,,0,1,-1.5,1,1,LR,20,W,NA
3,4,5,2,,,,,1,0,3,2,50d08uq,11,6205.899999999441,3,0.5,,0,1,-0.5,2,1,LR,20,W,NA
3,2,5,6,,,,,2,3,0,1,50d08uq,12,1188.8999999994412,2,0.5,,0,2,-2.5,1,1,LR,20,W,NA
3,2,5,6,,,,,2,3,0,1,50d08uq,12,2858.7000000001863,4,-0.5,,0,2,-4.5,2,1,LR,20,W,NA
3,6,3,4,,,,,1,0,2,3,50d08uq,13,1145.8999999994412,4,-0.5,,1,2,1.5,1,1,LR,20,W,NA
3,6,3,4,,,,,1,0,2,3,50d08uq,13,6078.0999999996275,5,-0.5,,1,NA,1.5,2,1,LR,20,W,NA
3,4,1,2,,,,,0,3,1,2,50d08uq,14,7501.100000000559,5,0.5,,1,NA,4.5,1,1,LR,20,W,NA
3,4,1,2,,,,,0,3,1,2,50d08uq,14,6732.799999999814,1,0.5,,1,1,2.5,2,1,LR,20,W,NA
4,4,2,5,,,,,0,2,1,3,50d08uq,15,1258.4000000003725,5,-0.5,,0,NA,0.5,1,0,LR,20,W,NA
4,4,2,5,,,,,0,2,1,3,50d08uq,15,1358.2999999998137,3,-0.5,,0,1,1.5,2,0,LR,20,W,NA
4,4,1,4,,,,,3,1,2,0,50d08uq,16,1146.5,3,0.5,,1,1,3.5,1,1,LR,20,W,NA
4,4,1,4,,,,,3,1,2,0,50d08uq,16,3098.399999999441,4,0.5,,1,2,0.5,2,1,LR,20,W,NA
2,6,5,2,,,,,2,3,1,0,50d08uq,17,2946.600000000559,1,-0.5,,0,1,-3.5,1,1,LR,20,W,NA
2,6,5,2,,,,,2,3,1,0,50d08uq,17,6827.0999999996275,5,0.5,,1,NA,1.5,2,1,LR,20,W,NA
4,5,3,4,,,,,3,0,1,2,50d08uq,18,2635.600000000559,2,0.5,,1,2,0.5,1,1,LR,20,W,NA
4,5,3,4,,,,,3,0,1,2,50d08uq,18,2138.7999999998137,3,-0.5,,1,1,1.5,2,1,LR,20,W,NA
4,5,5,4,,,,,0,1,2,3,50d08uq,19,8289.5,3,0.5,,1,1,0.5,1,1,LR,20,W,NA
4,5,5,4,,,,,0,1,2,3,50d08uq,19,5641.5,5,0.5,,0,NA,0.5,2,0,LR,20,W,NA
4,5,4,6,,,,,0,1,3,2,50d08uq,20,1603.4000000003725,4,0.5,,0,2,-0.5,1,1,LR,20,W,NA
4,5,4,6,,,,,0,1,3,2,50d08uq,20,4425.5999999996275,5,-0.5,,1,NA,-1.5,2,0,LR,20,W,NA
3,4,5,3,,,,,1,2,3,0,50d08uq,21,1956.8999999994412,3,0.5,,1,1,-0.5,1,0,LR,20,W,NA
3,4,5,3,,,,,1,2,3,0,50d08uq,21,18442.799999999814,5,0.5,,0,NA,-0.5,2,1,LR,20,W,NA
3,4,2,5,,,,,2,1,3,0,50d08uq,22,1144.5,3,0.5,,1,1,2.5,1,1,LR,20,W,NA
3,4,2,5,,,,,2,1,3,0,50d08uq,22,1600.7000000001863,1,0.5,,1,1,1.5,2,1,LR,20,W,NA
1,3,4,4,,,,,3,1,0,2,50d08uq,23,3435.800000000745,5,0.5,,0,NA,-3.5,1,1,LR,20,W,NA
1,3,4,4,,,,,3,1,0,2,50d08uq,23,1826.5,2,0.5,,0,2,-2.5,2,1,LR,20,W,NA
3,2,2,2,,,,,3,2,1,0,50d08uq,24,3820.5,1,-0.5,,0,1,0.5,1,0,LR,20,W,NA
3,2,2,2,,,,,3,2,1,0,50d08uq,24,1118.300000000745,5,0.5,,1,NA,1.5,2,1,LR,20,W,NA
3,5,3,0,,,,,2,1,3,0,50d08uq,25,1624.2000000001863,5,0.5,,1,NA,5.5,1,1,LR,20,W,NA
3,5,3,0,,,,,2,1,3,0,50d08uq,25,1264.5,4,0.5,,1,2,5.5,2,1,LR,20,W,NA
4,5,5,5,,,,,2,0,1,3,50d08uq,26,6729.299999999814,1,-0.5,,0,1,-1.5,1,1,LR,20,W,NA
4,5,5,5,,,,,2,0,1,3,50d08uq,26,1919,4,-0.5,,1,2,-0.5,2,0,LR,20,W,NA
6,2,5,4,,,,,1,3,0,2,50d08uq,27,2880.2999999998137,3,0.5,,0,1,-2.5,1,1,LR,20,W,NA
6,2,5,4,,,,,1,3,0,2,50d08uq,27,1866.9000000003725,2,-0.5,,1,2,1.5,2,1,LR,20,W,NA
4,2,6,2,,,,,3,2,0,1,50d08uq,28,4373.5,5,-0.5,,0,NA,-2.5,1,1,LR,20,W,NA
4,2,6,2,,,,,3,2,0,1,50d08uq,28,4092.2999999998137,2,0.5,,1,2,2.5,2,1,LR,20,W,NA
2,4,2,3,,,,,1,0,2,3,50d08uq,29,4518.600000000559,5,0.5,,1,NA,1.5,1,1,LR,20,W,NA
2,4,2,3,,,,,1,0,2,3,50d08uq,29,3549,1,0.5,,1,1,0.5,2,1,LR,20,W,NA
3,3,5,3,,,,,2,3,1,0,50d08uq,30,1556.5,5,0.5,,0,NA,-1.5,1,1,LR,20,W,NA
3,3,5,3,,,,,2,3,1,0,50d08uq,30,3836.899999999441,3,-0.5,,0,1,-2.5,2,1,LR,20,W,NA
3,3,4,4,,,,,0,2,3,1,50d08uq,31,1709.8999999994412,2,-0.5,,0,2,-1.5,1,1,LR,20,W,NA
3,3,4,4,,,,,0,2,3,1,50d08uq,31,1390.7000000001863,5,-0.5,,0,NA,-2.5,2,1,LR,20,W,NA
2,5,5,3,,,,,0,3,1,2,50d08uq,32,4984.5999999996275,4,0.5,,1,2,2.5,1,1,LR,20,W,NA
2,5,5,3,,,,,0,3,1,2,50d08uq,32,5719.700000000186,1,-0.5,,0,1,-3.5,2,1,LR,20,W,NA
5,5,5,4,,,,,3,2,1,0,50d08uq,33,1186,4,0.5,,1,2,1.5,1,1,LR,20,W,NA
5,5,5,4,,,,,3,2,1,0,50d08uq,33,909.3999999994412,5,0.5,,1,NA,1.5,2,1,LR,20,W,NA
3,5,5,5,,,,,0,3,2,1,50d08uq,34,3440.600000000559,2,-0.5,,0,2,-2.5,1,1,LR,20,W,NA
3,5,5,5,,,,,0,3,2,1,50d08uq,34,19692.39999999944,5,-0.5,,0,NA,-2.5,2,1,LR,20,W,NA
4,5,4,4,,,,,0,2,1,3,50d08uq,35,3337.2000000001863,4,-0.5,,1,2,0.5,1,1,LR,20,W,NA
4,5,4,4,,,,,0,2,1,3,50d08uq,35,2650.7000000001863,3,0.5,,1,1,1.5,2,1,LR,20,W,NA
2,6,3,4,,,,,1,0,3,2,50d08uq,36,1355.4000000003725,5,-0.5,,1,NA,0.5,1,1,LR,20,W,NA
2,6,3,4,,,,,1,0,3,2,50d08uq,36,1408.2000000001863,3,-0.5,,1,1,2.5,2,1,LR,20,W,NA
5,4,4,4,,,,,0,1,3,2,50d08uq,37,4063,1,0.5,,1,1,1.5,1,1,LR,20,W,NA
5,4,4,4,,,,,0,1,3,2,50d08uq,37,1836.5,5,0.5,,1,NA,1.5,2,1,LR,20,W,NA
6,2,2,3,,,,,1,3,2,0,50d08uq,38,980.3000000007451,1,0.5,,1,1,4.5,1,1,LR,20,W,NA
6,2,2,3,,,,,1,3,2,0,50d08uq,38,3868.9000000003725,5,-0.5,,1,NA,2.5,2,1,LR,20,W,NA
6,3,3,3,,,,,3,1,0,2,50d08uq,39,2662.399999999441,1,-0.5,,1,1,2.5,1,1,LR,20,W,NA
6,3,3,3,,,,,3,1,0,2,50d08uq,39,5353.5,4,-0.5,,0,2,-0.5,2,1,LR,20,W,NA
3,3,5,2,,,,,0,1,2,3,50d08uq,40,4132.0999999996275,5,-0.5,,0,NA,-1.5,1,1,LR,20,W,NA
3,3,5,2,,,,,0,1,2,3,50d08uq,40,2960.199999999255,2,-0.5,,1,2,0.5,2,1,LR,20,W,NA
3,5,4,4,,,,,2,3,0,1,50d08uq,41,5531.4000000003725,2,0.5,,0,2,-0.5,1,1,LR,20,W,NA
3,5,4,4,,,,,2,3,0,1,50d08uq,41,8380.200000000186,5,-0.5,,0,NA,-0.5,2,1,LR,20,W,NA
3,5,3,4,,,,,3,0,1,2,50d08uq,42,5792.4000000003725,5,-0.5,,1,NA,0.5,1,1,LR,20,W,NA
3,5,3,4,,,,,3,0,1,2,50d08uq,42,2347.2000000001863,4,-0.5,,1,2,0.5,2,1,LR,20,W,NA
2,4,5,3,,,,,3,0,2,1,50d08uq,43,2188.300000000745,1,-0.5,,0,1,-3.5,1,1,LR,20,W,NA
2,4,5,3,,,,,3,0,2,1,50d08uq,43,9019.700000000186,3,-0.5,,1,1,-1.5,2,0,LR,20,W,NA
4,3,3,5,,,,,3,1,2,0,50d08uq,44,1662.5,4,0.5,,1,2,-1.5,1,0,LR,20,W,NA
4,3,3,5,,,,,3,1,2,0,50d08uq,44,1068.9000000003725,1,0.5,,1,1,1.5,2,1,LR,20,W,NA
3,4,5,4,,,,,1,2,0,3,50d08uq,45,8581.299999999814,3,0.5,,1,1,-0.5,1,0,LR,20,W,NA
3,4,5,4,,,,,1,2,0,3,50d08uq,45,4940.5999999996275,5,-0.5,,0,NA,-2.5,2,1,LR,20,W,NA
4,3,3,3,,,,,2,0,3,1,50d08uq,46,3128.4000000003725,5,0.5,,1,NA,1.5,1,1,LR,20,W,NA
4,3,3,3,,,,,2,0,3,1,50d08uq,46,2317.0999999996275,3,-0.5,,0,1,-0.5,2,1,LR,20,W,NA
4,1,5,2,,,,,1,2,3,0,50d08uq,47,2303.5,2,0.5,,1,2,2.5,1,1,LR,20,W,NA
4,1,5,2,,,,,1,2,3,0,50d08uq,47,3113.5,1,-0.5,,0,1,-1.5,2,1,LR,20,W,NA
3,3,4,4,,,,,2,1,0,3,50d08uq,48,6076.9000000003725,4,-0.5,,0,2,-1.5,1,1,LR,20,W,NA
3,3,4,4,,,,,2,1,0,3,50d08uq,48,3516.100000000559,5,0.5,,0,NA,-1.5,2,1,LR,20,W,NA
6,4,4,2,,,,,2,3,1,0,50d08uq,49,956.3999999994412,2,0.5,,1,2,4.5,1,1,LR,20,W,NA
6,4,4,2,,,,,2,3,1,0,50d08uq,49,1918.5999999996275,5,0.5,,1,NA,4.5,2,1,LR,20,W,NA
4,4,4,4,,,,,1,2,0,3,50d08uq,50,6107.4000000003725,5,-0.5,,0,NA,-0.5,1,1,LR,20,W,NA
4,4,4,4,,,,,1,2,0,3,50d08uq,50,5164.5,2,-0.5,,1,2,-0.5,2,0,LR,20,W,NA
4,3,2,5,,,,,1,0,2,3,50d08uq,51,1370.7000000001863,3,-0.5,,1,1,0.5,1,1,LR,20,W,NA
4,3,2,5,,,,,1,0,2,3,50d08uq,51,3502.899999999441,4,-0.5,,0,2,-2.5,2,1,LR,20,W,NA
4,3,3,4,,,,,0,3,2,1,50d08uq,52,2122.2999999998137,5,0.5,,0,NA,0.5,1,0,LR,20,W,NA
4,3,3,4,,,,,0,3,2,1,50d08uq,52,4093.2000000001863,1,0.5,,1,1,1.5,2,1,LR,20,W,NA
2,2,6,4,,,,,0,1,2,3,50d08uq,53,2567.2999999998137,3,-0.5,,0,1,-4.5,1,1,LR,20,W,NA
2,2,6,4,,,,,0,1,2,3,50d08uq,53,1354.5,5,-0.5,,0,NA,-6.5,2,1,LR,20,W,NA
4,6,3,6,,,,,3,0,1,2,50d08uq,54,3404.399999999441,5,-0.5,,1,NA,0.5,1,1,LR,20,W,NA
4,6,3,6,,,,,3,0,1,2,50d08uq,54,1452.2000000001863,3,-0.5,,1,1,2.5,2,1,LR,20,W,NA
4,4,3,5,,,,,2,0,1,3,50d08uq,55,2387.2999999998137,5,0.5,,1,NA,0.5,1,1,LR,20,W,NA
4,4,3,5,,,,,2,0,1,3,50d08uq,55,1517.2999999998137,3,-0.5,,1,1,0.5,2,1,LR,20,W,NA
4,4,3,6,,,,,0,2,1,3,50d08uq,56,5365.600000000559,1,-0.5,,1,1,0.5,1,1,LR,20,W,NA
4,4,3,6,,,,,0,2,1,3,50d08uq,56,1885.0999999996275,2,-0.5,,0,2,-2.5,2,1,LR,20,W,NA
4,4,4,3,,,,,0,1,3,2,50d08uq,57,1725.2000000001863,5,-0.5,,0,NA,0.5,1,0,LR,20,W,NA
4,4,4,3,,,,,0,1,3,2,50d08uq,57,1628.2000000001863,1,0.5,,0,1,0.5,2,0,LR,20,W,NA
5,3,3,1,,,,,3,0,2,1,50d08uq,58,1274.300000000745,3,-0.5,,1,1,-0.5,1,0,LR,20,W,NA
5,3,3,1,,,,,3,0,2,1,50d08uq,58,974.4000000003725,1,-0.5,,1,1,1.5,2,1,LR,20,W,NA
5,4,4,4,,,,,2,3,0,1,50d08uq,59,2913.2000000001863,3,0.5,,0,1,0.5,1,0,LR,20,W,NA
5,4,4,4,,,,,2,3,0,1,50d08uq,59,18763.700000000186,5,-0.5,,1,NA,0.5,2,1,LR,20,W,NA
4,3,2,4,,,,,1,0,3,2,50d08uq,60,1055.300000000745,5,0.5,,1,NA,1.5,1,1,LR,20,W,NA
4,3,2,4,,,,,1,0,3,2,50d08uq,60,1147.3999999994412,4,-0.5,,1,2,-1.5,2,0,LR,20,W,NA
2,4,3,4,,,,,3,2,0,1,50d08uq,61,4365.799999999814,5,-0.5,,0,NA,-1.5,1,1,LR,20,W,NA
2,4,3,4,,,,,3,2,0,1,50d08uq,61,3757.0999999996275,4,-0.5,,0,2,-0.5,2,1,LR,20,W,NA
4,2,3,3,,,,,3,1,0,2,50d08uq,62,1765.9000000003725,1,-0.5,,1,1,0.5,1,1,LR,20,W,NA
4,2,3,3,,,,,3,1,0,2,50d08uq,62,3872.5999999996275,5,-0.5,,0,NA,-0.5,2,1,LR,20,W,NA
4,4,4,4,,,,,1,3,2,0,50d08uq,63,1447.0999999996275,2,0.5,,1,2,0.5,1,1,LR,20,W,NA
4,4,4,4,,,,,1,3,2,0,50d08uq,63,6782.9000000003725,5,-0.5,,1,NA,-0.5,2,0,LR,20,W,NA
2,3,4,1,,,,,2,1,0,3,50d08uq,64,1076.9000000003725,5,0.5,,1,NA,0.5,1,1,LR,20,W,NA
2,3,4,1,,,,,2,1,0,3,50d08uq,64,7634.9000000003725,1,-0.5,,0,1,-2.5,2,1,LR,20,W,NA
2,4,6,5,,,,,1,2,3,0,50d08uq,65,1129,4,0.5,,0,2,-0.5,1,1,LR,20,W,NA
2,4,6,5,,,,,1,2,3,0,50d08uq,65,763.3999999994412,5,0.5,,0,NA,-4.5,2,1,LR,20,W,NA
2,3,2,5,,,,,1,3,0,2,50d08uq,66,1486.3999999994412,5,0.5,,0,NA,-1.5,1,1,LR,20,W,NA
2,3,2,5,,,,,1,3,0,2,50d08uq,66,2538,2,-0.5,,0,2,-3.5,2,1,LR,20,W,NA
4,1,3,3,,,,,2,0,3,1,50d08uq,67,1328.6000000005588,4,-0.5,,0,2,-2.5,1,1,LR,20,W,NA
4,1,3,3,,,,,2,0,3,1,50d08uq,67,1659.3999999994412,3,0.5,,0,1,-1.5,2,1,LR,20,W,NA
4,3,4,4,,,,,2,1,3,0,50d08uq,68,10618.399999999441,3,-0.5,,1,1,-1.5,1,0,LR,20,W,NA
4,3,4,4,,,,,2,1,3,0,50d08uq,68,1292.2000000001863,2,-0.5,,0,2,-0.5,2,1,LR,20,W,NA
2,3,6,3,,,,,3,1,2,0,50d08uq,69,1997.300000000745,4,-0.5,,0,2,-0.5,1,1,LR,20,W,NA
2,3,6,3,,,,,3,1,2,0,50d08uq,69,1742.2999999998137,5,0.5,,0,NA,-3.5,2,1,LR,20,W,NA
5,5,4,5,,,,,3,2,1,0,50d08uq,70,7114,4,0.5,,1,2,0.5,1,1,LR,20,W,NA
5,5,4,5,,,,,3,2,1,0,50d08uq,70,2427.7999999998137,2,-0.5,,0,2,-0.5,2,1,LR,20,W,NA
3,5,5,0,,,,,0,2,3,1,50d08uq,71,1677.2000000001863,2,-0.5,,0,2,2.5,1,0,LR,20,W,NA
3,5,5,0,,,,,0,2,3,1,50d08uq,71,5761.399999999441,3,-0.5,,1,1,-0.5,2,0,LR,20,W,NA
4,4,4,2,,,,,0,3,1,2,50d08uq,72,1880.3999999994412,2,-0.5,,1,2,1.5,1,1,LR,20,W,NA
4,4,4,2,,,,,0,3,1,2,50d08uq,72,10554.599999999627,4,-0.5,,1,2,1.5,2,1,LR,20,W,NA
3,5,3,4,,,,,2,1,3,0,50d08uq,73,4569.800000000745,4,-0.5,,1,2,0.5,1,1,LR,20,W,NA
3,5,3,4,,,,,2,1,3,0,50d08uq,73,4086.199999999255,2,0.5,,0,2,-0.5,2,1,LR,20,W,NA
3,3,2,4,,,,,0,3,2,1,50d08uq,74,1430.3999999994412,5,0.5,,1,NA,0.5,1,1,LR,20,W,NA
3,3,2,4,,,,,0,3,2,1,50d08uq,74,1097.0999999996275,3,0.5,,1,1,1.5,2,1,LR,20,W,NA
3,5,3,2,,,,,2,0,1,3,50d08uq,75,3315.5,1,-0.5,,0,1,-0.5,1,1,LR,20,W,NA
3,5,3,2,,,,,2,0,1,3,50d08uq,75,957.2999999998137,5,0.5,,1,NA,3.5,2,1,LR,20,W,NA
3,3,5,5,,,,,2,3,0,1,50d08uq,76,1021.5,3,0.5,,0,1,-1.5,1,1,LR,20,W,NA
3,3,5,5,,,,,2,3,0,1,50d08uq,76,986.4000000003725,4,0.5,,0,2,-1.5,2,1,LR,20,W,NA
0,2,4,3,,,,,1,3,0,2,50d08uq,77,816.2000000001863,4,0.5,,0,2,-0.5,1,1,LR,20,W,NA
0,2,4,3,,,,,1,3,0,2,50d08uq,77,1564.199999999255,3,-0.5,,0,1,-2.5,2,1,LR,20,W,NA
2,4,2,4,,,,,3,2,0,1,50d08uq,78,913.8000000007451,3,0.5,,0,1,2.5,1,0,LR,20,W,NA
2,4,2,4,,,,,3,2,0,1,50d08uq,78,1407.7999999988824,1,-0.5,,0,1,-0.5,2,1,LR,20,W,NA
5,5,3,3,,,,,1,2,0,3,50d08uq,79,812.7000000011176,1,0.5,,0,1,2.5,1,0,LR,20,W,NA
5,5,3,3,,,,,1,2,0,3,50d08uq,79,2537.4000000003725,5,-0.5,,0,NA,3.5,2,0,LR,20,W,NA
2,3,6,4,,,,,0,3,1,2,50d08uq,80,1034.4000000003725,3,-0.5,,0,1,-3.5,1,1,LR,20,W,NA
2,3,6,4,,,,,0,3,1,2,50d08uq,80,1148.4000000003725,5,0.5,,0,NA,-4.5,2,1,LR,20,W,NA
5,5,3,3,,,,,3,1,0,2,50d08uq,81,840.5,2,-0.5,,1,2,1.5,1,1,LR,20,W,NA
5,5,3,3,,,,,3,1,0,2,50d08uq,81,1053.300000000745,3,-0.5,,1,1,1.5,2,1,LR,20,W,NA
1,4,6,5,,,,,2,0,3,1,50d08uq,82,703.1000000014901,4,0.5,,0,2,-0.5,1,1,LR,20,W,NA
1,4,6,5,,,,,2,0,3,1,50d08uq,82,476.5,5,0.5,,0,NA,-5.5,2,1,LR,20,W,NA
4,5,4,6,,,,,1,0,3,2,50d08uq,83,673,2,0.5,,0,2,-1.5,1,1,LR,20,W,NA
4,5,4,6,,,,,1,0,3,2,50d08uq,83,478.40000000037253,4,0.5,,0,2,-0.5,2,1,LR,20,W,NA
2,5,3,4,,,,,2,1,0,3,50d08uq,84,679.0999999996275,5,0.5,,0,NA,0.5,1,0,LR,20,W,NA
2,5,3,4,,,,,2,1,0,3,50d08uq,84,940.2999999988824,1,-0.5,,0,1,-1.5,2,1,LR,20,W,NA
4,4,6,4,,,,,0,2,3,1,50d08uq,85,475.19999999925494,2,0.5,,0,2,0.5,1,0,LR,20,W,NA
4,4,6,4,,,,,0,2,3,1,50d08uq,85,369.69999999925494,5,0.5,,0,NA,-1.5,2,1,LR,20,W,NA
4,4,6,4,,,,,0,1,3,2,50d08uq,86,685.0999999996275,4,0.5,,0,2,0.5,1,0,LR,20,W,NA
4,4,6,4,,,,,0,1,3,2,50d08uq,86,445.5,5,-0.5,,0,NA,-2.5,2,1,LR,20,W,NA
3,4,4,5,,,,,1,3,2,0,50d08uq,87,1570.699999999255,3,0.5,,1,1,0.5,1,1,LR,20,W,NA
3,4,4,5,,,,,1,3,2,0,50d08uq,87,1817.0999999996275,2,0.5,,0,2,-1.5,2,1,LR,20,W,NA
3,5,4,2,,,,,2,3,1,0,50d08uq,88,1773.300000000745,4,-0.5,,1,2,2.5,1,1,LR,20,W,NA
3,5,4,2,,,,,2,3,1,0,50d08uq,88,1691.5999999996275,5,-0.5,,1,NA,1.5,2,1,LR,20,W,NA
4,2,3,5,,,,,0,2,1,3,50d08uq,89,5318.300000000745,1,0.5,,1,1,1.5,1,1,LR,20,W,NA
4,2,3,5,,,,,0,2,1,3,50d08uq,89,1820.5,4,0.5,,0,2,-2.5,2,1,LR,20,W,NA
4,3,4,4,,,,,3,0,1,2,50d08uq,90,1607,5,0.5,,0,NA,-0.5,1,1,LR,20,W,NA
4,3,4,4,,,,,3,0,1,2,50d08uq,90,3680.9000000003725,2,-0.5,,0,2,-0.5,2,1,LR,20,W,NA
1,5,1,3,,,,,3,0,2,1,50d08uq,91,3292.300000000745,5,-0.5,,0,NA,1.5,1,0,LR,20,W,NA
1,5,1,3,,,,,3,0,2,1,50d08uq,91,5038.5,3,-0.5,,0,1,3.5,2,0,LR,20,W,NA
3,3,4,3,,,,,0,1,2,3,50d08uq,92,2673.4000000003725,5,-0.5,,0,NA,-1.5,1,1,LR,20,W,NA
3,3,4,3,,,,,0,1,2,3,50d08uq,92,7992.0999999996275,4,-0.5,,0,2,-0.5,2,1,LR,20,W,NA
5,1,5,6,,,,,1,2,3,0,50d08uq,93,2328.60000000149,5,0.5,,0,NA,-4.5,1,1,LR,20,W,NA
5,1,5,6,,,,,1,2,3,0,50d08uq,93,7002.5,2,-0.5,,1,2,-1.5,2,0,LR,20,W,NA
5,3,5,5,,,,,3,1,2,0,50d08uq,94,8981.300000000745,2,0.5,,0,2,0.5,1,0,LR,20,W,NA
5,3,5,5,,,,,3,1,2,0,50d08uq,94,1545,5,-0.5,,0,NA,-2.5,2,1,LR,20,W,NA
1,4,4,4,,,,,3,2,1,0,50d08uq,95,1074.4000000003725,5,-0.5,,0,NA,-3.5,1,1,LR,20,W,NA
1,4,4,4,,,,,3,2,1,0,50d08uq,95,1562.199999999255,3,0.5,,1,1,0.5,2,1,LR,20,W,NA
0,4,4,6,,,,,1,0,2,3,50d08uq,96,1871.4000000003725,1,0.5,,0,1,-3.5,1,1,LR,20,W,NA
0,4,4,6,,,,,1,0,2,3,50d08uq,96,1433.6000000014901,2,0.5,,0,2,-5.5,2,1,LR,20,W,NA
4,1,4,5,,,,,3,1,0,2,50d08uq,97,1980.5,1,0.5,,1,1,0.5,1,1,LR,20,W,NA
4,1,4,5,,,,,3,1,0,2,50d08uq,97,6682.200000001118,5,0.5,,0,NA,-3.5,2,1,LR,20,W,NA
3,4,4,3,,,,,2,1,0,3,50d08uq,98,1492,3,0.5,,1,1,0.5,1,1,LR,20,W,NA
3,4,4,3,,,,,2,1,0,3,50d08uq,98,1415.5999999996275,5,0.5,,1,NA,0.5,2,1,LR,20,W,NA
5,5,2,5,,,,,3,0,2,1,50d08uq,99,1713.4000000003725,5,0.5,,1,NA,3.5,1,1,LR,20,W,NA
5,5,2,5,,,,,3,0,2,1,50d08uq,99,984.4000000003725,1,-0.5,,1,1,2.5,2,1,LR,20,W,NA
5,5,4,4,,,,,0,1,3,2,50d08uq,100,1499.800000000745,5,-0.5,,1,NA,1.5,1,1,LR,20,W,NA
5,5,4,4,,,,,0,1,3,2,50d08uq,100,1051.300000000745,4,0.5,,1,2,1.5,2,1,LR,20,W,NA
4,4,4,3,,,,,1,3,2,0,50d08uq,101,3054,1,-0.5,,0,1,-0.5,1,1,LR,20,W,NA
4,4,4,3,,,,,1,3,2,0,50d08uq,101,1307.7000000011176,3,-0.5,,1,1,-0.5,2,0,LR,20,W,NA
3,4,6,2,,,,,1,0,2,3,50d08uq,102,12591.599999999627,5,-0.5,,0,NA,-1.5,1,1,LR,20,W,NA
