"","d_primBF","d_secBF","d_bonus","thres","nDT","timesecBFIn","bias","LL","BIC","AIC","ppt"
"1","0.309201277677268","0.161172686617069","1.12973404378843","2.25620809680249","0.961634638194362","-0.139498019984237","-0.0570482175580572","542.201493965657","1111.20347770674","1098.40298793131","kvmb8v3"
"2","0.391980909828043","0.402285630879422","-0.125450581680046","2.22799580931927","0.914740422806039","0.807433667291538","0.254214286430925","567.627756943166","1162.2065470983","1149.25551388633","99o5tm5"
"3","0.0755857593313989","0.365533688215528","0.0746516831586548","1.46864125588698","0.638295119145792","-0.814177465073809","-0.207124893829743","491.885412108913","1010.7218574298","997.770824217825","qf1srlu"
"4","0.050206679858376","0.151697887364871","0.242143070056574","2.57982815855719","0.972756771909653","0.669521554838866","-0.0628913861984752","611.302592066348","1249.40567390812","1236.6051841327","97yra2e"
"5","0.363757828592779","0.371001794529803","0.55592429837083","2.94998468747914","0.578846109647409","0.479332654736936","-0.00241676901293464","496.813147396375","1020.57732800472","1007.62629479275","pags4cd"
"6","0.812931701704816","0.861219309365299","0.056269218864103","2.42115163203192","0.640316113451947","0.0391216639759868","-0.0633011579016498","405.654543527319","838.260120266609","825.309087054639","hhyl014"
"7","0.361766454449807","0.132621379738217","0.205640717527291","1.86266557335068","0.818926358031409","0.0452844689109921","-0.0240069760863745","484.568112494648","996.087258201266","983.136224989296","6pe61hj"
"8","-0.10979584716389","-0.211734444885272","0.0941946589097231","1.06939877738919","0.990106686460364","-0.580738239720197","-0.0442678327672982","617.358477656221","1261.51744508787","1248.71695531244","7xkxmyh"
"9","0.0111618032124876","-0.178505572175533","0.0449556921349593","1.60713101576305","0.983462881918219","-0.453819120705174","-0.0868759702547156","632.083404496634","1291.11784220524","1278.16680899327","7qh8611"
"10","1.60273614484971","0.418686173126845","0.0387281173454418","2.934026285292","0.896855601688896","-0.226385810907178","-0.0969802321924927","438.658335438903","904.117160653229","891.316670877805","p9c6jmr"
"11","0.168945216444999","0.093836620207753","-0.0303432694956756","1.55273754782975","0.992875494796432","0.945987471845001","0.14652458867771","641.684109221931","1310.31925165583","1297.36821844386","6843o0o"
"12","0.746096960696278","0.551718752047702","0.157073176575367","2.40378033081864","0.983352449476253","-0.0523720528449119","-0.170521485274106","458.494350563714","943.789190902852","930.988701127429","48z7u2s"
"13","0.215630107510572","0.173810094244376","-0.244808752996033","1.89969358021804","0.617691760722282","0.954822619992951","0.0621035883462423","541.810535689118","1110.42156115366","1097.62107137824","jlj34ft"
"14","0.11272078800634","0.154498402997978","0.0368850813455375","2.66925974439068","0.994619783156527","0.292931380205912","0.256106254434461","574.098065416542","1175.14716404505","1162.19613083308","qzq1e10"
"15","0.486767932983944","0.135767982932338","0.279926362489608","0.800205110249015","0.899012550990185","-0.0169160629903183","0.06199449138477","483.459121325603","993.869275863176","980.918242651205","4xt6rn3"
"16","0.442719676702678","0.202188002794624","-0.0843209187394861","1.49446756216867","0.958698266813501","0.0767727684896232","-0.179696871809726","554.188511216867","1135.17751220916","1122.37702243373","vvoh7xc"
"17","0.0643674536640637","0.213530646821157","-0.280045997788083","2.84736141371594","0.627994320180637","0.660722092259675","-0.102523597454928","498.809807695478","1024.57064860293","1011.61961539096","ap7y03f"
"18","0.412381526782334","0.198734415391803","0.97418749080795","1.04245466813711","0.926622106760126","-0.163484633068293","-0.0736782064623418","586.014387028586","1198.8292638326","1186.02877405717","mmpxh50"
"19","0.0873665896534123","0.0741918788812529","-0.0793484668752835","2.97723085057855","0.773097783101782","-0.411250459219479","-0.107591963535214","562.530826171165","1152.0126855543","1139.06165234233","us7kxr9"
"20","0.754420788556872","0.709451190985544","0.124610826247197","2.03788448350109","0.970675478125497","-0.0190378015140044","0.109636418052122","449.122177009766","925.044843794956","912.244354019532","kl9f9nu"
"21","0.665497247033248","0.20988735962683","0.412590358799376","1.76433872811113","0.676313836831688","0.469277414052164","-0.0255582227388408","453.651993010938","934.255019233846","921.303986021876","uhb33a1"
"22","0.0524249494095841","0.121740638459147","0.144939013259015","1.4317249564491","0.999723300153855","0.494547840457851","-0.0574375051848123","605.70738253835","1238.21525485212","1225.4147650767","yudvzr0"
"23","0.0343575873261791","0.135771642692817","-0.640620899714833","1.00567482579499","0.705775469308316","0.932187275052536","0.0491611457951159","568.652433030005","1164.25589927198","1151.30486606001","5vmc0vo"
"24","0.740179668555796","0.241073306015578","-0.530518823403837","2.03627305102511","0.253235975360185","0.751399505729272","0.120955917716669","419.822210718512","866.595454648995","853.644421437025","1bxtc93"
"25","0.518902722425914","0.296810939356256","0.281075791507959","1.30787171926349","0.906426879141738","0.199287827520184","-0.116245753087103","531.183326343111","1089.16714246165","1076.36665268622","vgjg3fg"
"26","0.110096849622141","0.296767182248366","-0.492152866907418","1.6230328129515","0.736233441962825","-0.612422005233116","0.084258680326763","525.61645249179","1078.033394759","1065.23290498358","nhj3kdb"
"27","0.154354669898748","0.328808072232324","0.592560213236669","1.10714892863124","0.875332186050731","-0.0316458684392273","0.249121909418322","462.926894005302","952.804821222575","939.853788010604","jrq2r67"
"28","0.686204302003673","0.0122129025169352","0.419299221088831","0.961302696168423","0.732043130715681","0.713524972020833","0.122183924804069","439.783298537442","906.367086850309","893.566597074885","0qrez3e"
"29","0.278724382068417","-0.0110597619775337","0.0891050424409223","2.49964785441276","0.994810879945185","-0.136457989726317","0.0648507850373946","658.006516851808","1342.96406691559","1330.01303370362","surt7tj"
"30","0.757364087308543","0.236744953649398","-0.23381869775566","1.8887587197125","0.704301794342667","0.210966806015674","-0.0889575287227928","532.779391722301","1092.35927322002","1079.5587834446","1xk4llj"
