"","d_primBF","d_secBF","d_bonus","thres","nDT","timesecBFIn","bias","LL","BIC","AIC","ppt"
"1","0.257921336654096","0.197807476920579","0.0281884709551485","2.88979094083418","0.94501935450481","0.918314983136952","-0.0234425828760667","498.914380727409","1024.77979466679","1011.82876145482","kvmb8v3"
"2","0.273598716582891","0.311755161862449","0.525605974145815","1.08359084915407","0.911759946326128","0.125233751453257","0.0446061178473722","510.539153244508","1047.87879626444","1035.07830648902","99o5tm5"
"3","0.246079092107713","0.165833788169682","-0.718017673947243","1.02164169818326","0.735402224990827","0.510178500220865","0.2264839842861","536.386627966707","1099.57374570884","1086.77325593341","qf1srlu"
"4","0.375758503885079","0.265248132542345","-0.226280632092561","1.67778086224623","0.997332658828527","-0.479486782360732","-0.0574669940300769","533.01574454445","1092.98252230087","1080.0314890889","97yra2e"
"5","0.0288136416255948","0.202742281492634","0.432335444860455","1.8409504565971","0.616356830796365","-0.155774636483028","0.261172906651163","554.084388622427","1134.96926702028","1122.16877724485","pags4cd"
"6","0.392483934472195","1.10064404720912","0.211790954783559","1.78621105312332","0.638796270100227","0.0741176335336101","0.264421981918643","394.706443894122","816.213377563668","803.412887788244","hhyl014"
"7","0.0187358888618942","0.189968322456479","0.259784475216415","2.09347009112377","0.778914507255306","-0.667812789013519","0.369744135043098","517.593274517209","1061.98703880984","1049.18654903442","6pe61hj"
"8","0.209772875240147","-0.0298153068870306","0.15490563993305","1.251655041006","0.893734367739033","0.895382462069392","-0.0374271564102709","554.360355143103","1135.67174349818","1122.72071028621","7xkxmyh"
"9","0.205876716682436","0.0478728011025265","0.270912790359644","2.12024261355004","0.975763589880395","0.675571204855174","0.0294804377960206","621.48018799662","1269.76086576866","1256.96037599324","7qh8611"
"10","1.29630273663993","-0.87968847932179","0.728923904985811","1.85830878006047","0.922308030894022","0.764303568284959","0.171148736029863","412.723075935571","852.397185083112","839.446151871141","p9c6jmr"
"11","0.275212638946659","0.287507859990001","0.319722755712943","2.48027319127411","0.95969035654713","-0.662301033269614","-0.187129883617407","602.373068004121","1231.54662578367","1218.74613600824","6843o0o"
"12","0.66312301814606","0.655746257189108","0.194706821848158","1.7682298226282","0.79227214759223","0.0628397929883577","0.195562322159787","430.035936983089","887.022907178149","874.071873966178","48z7u2s"
"13","0.915488357352789","0.41264234516681","0.389116590328019","2.10776415813947","0.75275924645671","0.218824715636298","0.100279618639499","481.947261609255","990.84555643048","977.89452321851","jlj34ft"
"14","0.146264883843291","0.233579126442361","-0.113265015045811","1.73596608930276","0.997663850283716","0.699109717901796","0.114329994789362","609.706974705845","1246.21443918711","1233.41394941169","qzq1e10"
"15","0.571789002228712","0.00606122199369269","-0.307423782961699","1.36606613277197","0.953066140186497","0.0554100010160299","0.148818761742729","492.786413738458","1012.37331725234","999.572827476916","4xt6rn3"
"16","-0.0342461543098092","0.102005109921961","0.0209884323868169","1.77746714539826","0.893501248315442","-0.0491318325512111","0.212050105066597","581.358198650227","1189.66743051242","1176.71639730045","vvoh7xc"
"17","0.338381342540906","-0.0663081761800928","-0.0828169004060346","1.83987193202839","0.551463194237333","-0.997746464796364","-0.13875417066887","487.325397951318","1001.45128567806","988.650795902637","ap7y03f"
"18","0.142342776514484","0.415669279527052","-0.183702516219418","1.09313953544658","0.938235418375242","-0.250055308347841","0.162643019744433","500.519280169212","1027.98959355039","1015.03856033842","mmpxh50"
"19","0.391331341165901","0.155717387734636","-0.287755249047057","1.54537537494909","0.992164756211215","-0.990630708540386","0.180006129953354","540.861479862476","1108.52344950038","1095.72295972495","us7kxr9"
"20","0.73623564473025","0.243602153150908","-0.137030038812088","0.891006302772755","0.827506213276618","0.0211780977226773","0.110960152208646","445.532067552644","918.015168317259","905.064135105288","kl9f9nu"
"21","0.706130453276583","0.481861955446213","0.477440770961493","1.17379154361959","0.459535765978044","0.52563478132394","-0.161056120068866","469.413335268583","965.62716031259","952.826670537167","uhb33a1"
"22","0.124535279290859","0.0786437681635559","0.478365475337483","2.46243910547213","0.993201107955003","-0.100080367269373","0.0759137397538559","600.740693977214","1228.4324211664","1215.48138795443","yudvzr0"
"23","0.340465949161351","0.283042817110166","0.133457401767373","2.95141043052001","0.941649396742633","0.307717957999557","-0.00412613036331613","577.498249407608","1181.79698859064","1168.99649881522","5vmc0vo"
"24","0.438078845810559","1.23844033599322","-0.727841455096914","0.994608841518123","0.238625058987742","0.690052890136642","0.040247913247538","412.266044293443","851.33257836231","838.532088586886","1bxtc93"
"25","0.681053603247365","0.469203190870793","0.365158245588412","1.27431504479885","0.818709915643809","0.942737008906901","0.0445462551817297","513.911525184785","1054.77408358154","1041.82305036957","vgjg3fg"
"26","0.242034955863862","0.237275313013882","-0.667535947167347","2.07314492129514","0.726790372124026","-0.600068057328463","-0.174603119240773","545.786174598229","1118.52338240843","1105.57234919646","nhj3kdb"
"27","0.168650042066345","0.21515998610131","-0.00859311045957173","1.6505829297413","0.871388678528073","-0.934729717209328","-0.0511811008250955","447.343921997277","921.488333769978","908.687843994554","jrq2r67"
"28","0.522700251134675","0.60566903038927","-0.378602806292586","1.86932910663853","0.605668226780573","0.127803053514494","0.195893519354767","421.138294003705","869.227621219381","856.276588007411","0qrez3e"
"29","0.212957938857787","0.140993769250139","0.136381209603501","2.63294293496758","0.955521060947794","0.46605590812784","-0.111533677786745","653.191562590219","1333.18361495586","1320.38312518044","surt7tj"
"30","0.39347076631931","0.355390192507979","0.182804346446491","2.35346367247403","0.84036868402176","0.0556233107733412","0.0766633059404517","490.774458313717","1008.4999498394","995.548916627433","1xk4llj"
"31","0.961738499409743","0.601477321879801","1.01110895193423","1.24297633496287","0.750350900073766","-0.00909509594586566","0.120017400106396","450.218541418908","927.237572613239","914.437082837815","e6qgul8"
"32","1.07017906899623","0.744175518784256","0.286897815649878","1.93045158481846","0.785696616715557","-0.00205692066810785","-0.00645879788564018","421.241311644362","869.283113064148","856.482623288724","akldwfu"
"33","0.776636046555349","0.438384383953818","0.470423804073884","1.84775035560156","0.857561005400387","0.123746705978517","0.128324218020103","446.54555345078","920.04214011353","907.091106901559","upq4qlo"
"34","1.09354501704786","0.755764651571042","-0.822462064943981","1.062206882769","0.611643480539141","0.0114958740965087","-0.059294118831789","384.891718507591","796.734470227152","783.783437015181","9gged2g"
"35","0.371217104218953","0.396022416093934","0.355259083054291","1.66396965380398","0.594337560342448","0.204189749041564","-0.0323031119588545","467.30242142401","961.405332623444","948.60484284802","crc06n0"
"36","0.797104691173922","0.387082102584258","0.332680380825608","1.89410022282404","0.681867723066423","-0.00299387125584905","0.11232035053949","461.803012423002","950.557058057975","937.606024846004","k4tkr9g"
"37","0.114319134768145","0.0932466303929687","0.317383322114858","1.80091903083903","0.425848793134972","0.86124100536108","0.141271362644698","439.817660812618","906.586354837206","893.635321625235","j5v87tv"
"38","0.74090617232786","0.558828098367668","-0.141851571692217","0.964016344952666","0.648557786941857","-0.172284944548137","-0.0116029439728291","452.467201152404","931.734892080232","918.934402304808","kekmsy8"
"39","0.436013933607431","0.121104862437137","0.37890355633049","1.64182890555201","0.96365709387083","0.775123781071276","-0.0265934649790712","535.306523145146","1097.41353606572","1084.61304629029","95zazq7"
"40","0.359151348188116","0.53139567390313","-0.745272844472746","1.69883528424325","0.940173281912112","0.0498624768799047","0.0885685879420696","478.730388623581","984.411810459133","971.460777247163","jsj7oq8"
"41","0.393148338430013","0.261433884003202","0.0820663763370875","1.85946160910835","0.890395253474297","0.187458073887185","-0.101482193007365","506.739352222573","1040.27919422057","1027.47870444515","wmghmgy"
