d_primBF,d_secBF,d_bonus,thres,nDT,timesecBFIn,bias,LL,BIC,AIC,ppt
-0.09660810919185059,-0.040634308156003024,-0.22210382725363123,0.6842041570762135,0.9924022573002721,0.3624613140853308,0.07638190269140861,1275.6102824417555,2578.0210546589346,2565.220564883511,kvmb8v3
0.14223958916930365,0.05788722646657718,-0.15422426578624018,1.0702648943843527,0.9602642519432368,0.2188946081300815,0.2218833330856746,1314.3115691469322,2655.574171505835,2642.6231382938645,99o5tm5
0.07937872381241363,0.21784588609490407,0.07325257312812057,1.1623989313978367,0.919404126804546,-0.9626282914613717,0.02091389979525514,1239.8714806752128,2506.693994562396,2493.7429613504255,qf1srlu
0.2034977422073561,-0.03582542328177234,0.1228844829073174,2.855068103868847,0.9808730556254798,-0.5160776541540083,0.2687756547560156,1323.9671986305254,2674.7348870364744,2661.934397261051,97yra2e
0.22957756787584077,0.010935841754273631,-0.01753674066262685,0.7240784591548888,0.9281912204357398,0.8692497682766878,0.2050481754756663,1261.6076683438887,2550.1663698997477,2537.2153366877774,pags4cd
-0.026073052999212823,0.04702251553304341,0.1918405684652118,2.093439291286136,0.9270028072273055,-0.43445021527950756,-0.08443734193676353,1329.5645398654917,2686.0801129429537,2673.1290797309834,hhyl014
0.11474194461717653,0.05996772410545957,0.43341810156823446,1.4907316050139208,0.9750140075962486,0.4442133927709391,0.06470411811578256,1278.57270470611,2584.0964426241903,2571.14540941222,6pe61hj
-0.021395172714484156,0.15097683374844095,0.29081638732133563,2.1894628551228035,0.9230746577272697,-0.8959151898957985,0.07731133261456108,1230.9495654644825,2488.6996207043885,2475.899130928965,7xkxmyh
0.20017560488155653,-0.0579992424349704,0.303913003221641,1.4874491792076272,0.9976952058320708,0.03742410251043349,0.20378400585830586,1332.1804394439077,2691.311912099786,2678.3608788878155,7qh8611
0.2629668251851407,0.19753292729657534,-0.08563810730922233,1.812098195363677,0.8837721750048486,-0.02118006735378425,0.12986523262296912,1356.715772603235,2740.232034981894,2727.43154520647,p9c6jmr
0.2361486200001421,0.08979519674410802,0.1787146745339081,1.2979273444412491,0.9968939544356494,-0.8847763138462232,0.07556491820193648,1256.9511245231204,2540.853282258211,2527.9022490462407,6843o0o
0.2455061015086336,0.13626493005394452,0.22883060903167543,2.179512718222113,0.9729457553487962,-0.8373337234755547,0.2395101572364176,1164.7462224652322,2356.292934705888,2343.4924449304644,48z7u2s
0.2443923724564125,0.3024335465429939,0.23556526308600984,2.3393289160974473,0.9801686265072974,0.7267867143199866,0.1982760113472778,1290.277512325634,2607.3555144266916,2594.555024651268,jlj34ft
-0.03748826545462702,0.11890339848223538,0.15387447533418921,1.3188071768418335,0.9463837695368991,0.11203894794548419,0.3230036668191062,1285.7138606039416,2598.3787544198535,2585.427721207883,qzq1e10
0.012091600568479577,0.04749111566536622,-0.04822644740590653,0.9529787918370265,0.8921013337349529,-0.7822751906034785,0.1750415154306492,1319.2290451166052,2665.4091234451807,2652.4580902332104,4xt6rn3
0.04106533894401784,0.07302581463057384,0.3618933788352448,2.129222510501211,0.9868083700456817,0.5280228658233009,0.1811649740543847,1350.3157329057433,2727.43195558691,2714.6314658114866,vvoh7xc
-0.08359696469715547,0.11940806656074612,0.2545768255716131,1.2401589101166441,0.9654252935251898,-0.7614829738709334,0.2088299710318509,1247.4721557009134,2521.895344613797,2508.944311401827,ap7y03f
0.05884435572972591,0.1987863309087976,0.34278050492008494,1.0133301955893386,0.9411265450782064,0.10651639922133443,0.22150431849756597,1237.356321622995,2501.5131330214135,2488.71264324599,mmpxh50
0.16692277261356792,0.16120478292431253,0.047814519579730284,0.8203041745869601,0.9612135218432506,0.48558440904662725,0.27794245574925214,1211.2572023866608,2449.465437985292,2436.5144047733215,us7kxr9
0.5327244890549467,-0.02330057472645561,0.17117528090955492,2.7703571795100097,0.9832054134007058,0.46316861477451643,-0.062098217690970126,1245.2088841261561,2517.218258027736,2504.4177682523123,kl9f9nu
0.0669935527114395,0.19959271293301256,-0.4583310806074208,2.372239762688053,0.9869714010958187,0.9460639266433001,0.20504390012163362,1270.693732555438,2568.338498322846,2555.387465110876,uhb33a1
0.30065085541631353,-0.05051519194046905,-0.044790810773452316,2.0270378135656726,0.9748332896903832,-0.39211807207135696,-0.02630412530778918,1246.633023889337,2520.0665375540975,2507.266047778674,yudvzr0
0.1740145393640884,0.10747764333043036,-0.49565626894766845,0.90069272420779245,0.9964153222133,-0.6039148777494687,-0.05074164423957972,1238.858074127666,2504.6671814673023,2491.716148255332,5vmc0vo
0.2083234035199775,-0.06610357599997974,-0.11706739336951122,0.7753399810844931,0.8761636153264045,0.6401435342606481,0.35455241747895855,1327.8564432145586,2682.6639196410874,2669.712886429117,1bxtc93
-0.03214229667049501,0.11317791629967575,0.02099583865983959,2.782200753944404,0.9364173981867702,-0.0361684428454615,0.19815705107371848,1147.682111902292,2322.1647135800076,2309.364223804584,vgjg3fg
0.20599584067665438,0.009787452913426559,-0.29185828033021266,2.145524847087888,0.8152057414423015,-0.15789697184754553,0.029268996618668115,1272.1593048119123,2571.119099399248,2558.3186096238246,nhj3kdb
0.221970841793794,-0.08548854178838758,0.3256726302308753,1.1423704516172999,0.9951141066231306,-0.7274009374201753,-0.11697194245865827,1242.629739625818,2512.2105124636064,2499.259479251636,jrq2r67
0.18373923063309866,-0.0794233183470171,0.07145135768624766,1.3166357220768612,0.9872718748353764,-0.46910608911506513,0.2934913475115063,1276.970239094013,2580.7409679634497,2567.940478188026,0qrez3e
-0.04246424376035968,0.1788141371958295,-0.13769229205697692,1.4903620714348071,0.9664237302067075,0.7903638048010347,-0.12929341016148882,1158.7042739091848,2344.35958103034,2331.4085478183697,surt7tj
0.2764530176262534,0.08885005178104471,0.20417547190294094,1.1758574677352691,0.985852882353568,0.6758871685211854,-0.025398438898343145,1342.4145660456777,2711.629621866779,2698.8291320913554,1xk4llj
0.19555684962679018,0.04606453242186628,0.18409282380848213,2.0839766138175726,0.9369645498936778,0.4883593781831612,0.12441950768203729,1240.4647116034678,2507.880456418906,2494.9294232069356,e6qgul8
0.16503108416893766,-0.1385135271302782,-0.011538922943252455,2.446381402003021,0.9160435940181554,0.201867650478933,0.12823470583545613,1257.3863952589,2541.72382372977,2528.7727905178,akldwfu
0.01272807325584474,0.15264961045401146,0.11987867451616674,2.162832885812283,0.916566400952986,-0.49159612009581033,0.301929803174315,1300.0974303058065,2626.9953503870365,2614.194860611613,upq4qlo
-0.16680801473071544,0.21295683300720403,-0.0856977763081967,2.283415144840369,0.987412178478425,-0.06906370502083214,0.1274932532904437,1239.2630727394262,2505.326635254276,2492.5261454788524,9gged2g
0.2546613263151514,-0.17465362830901393,0.1059898838243355,2.142963600771571,0.9882308129524587,-0.511615658382045,0.04476391365480285,1275.8885428744177,2578.7281189608057,2565.7770857488354,crc06n0
-0.11184956895707673,0.09300557108716431,0.13400546551214643,2.0929887177243947,0.9952297982246194,0.045402563152586284,0.1310367985709091,1225.5464538655851,2477.893397506594,2465.0929077311703,k4tkr9g
-0.10554850559059845,0.055200251404931844,0.3267061629700247,1.6613895780398156,0.967712025810988,-0.3920948199236751,0.06397073075837256,1260.5023364583521,2547.805162692128,2535.0046729167043,j5v87tv
0.030319280595053455,-0.08457426814284175,-0.13788817613998888,1.3517621670395585,0.9733849764098589,0.36372457896359667,0.28012788847193165,1248.0663326449378,2523.083698501846,2510.1326652898756,kekmsy8
0.06090189098017179,0.04336721327816684,-0.08491927889716089,1.4311560975873072,0.9138943539584744,0.045215915284331665,0.3133627082173349,1349.2771106365774,2725.505254485125,2712.554221273155,95zazq7
0.20082432124926755,-0.11316954100987046,0.2851974421812846,2.147883057101378,0.9300825753308779,-0.1843186091487925,0.25089977526902035,1275.2903658389162,2577.381221453256,2564.5807316778323,jsj7oq8
0.02092631191605987,0.14017067250583617,0.14411027726868003,2.879387434929746,0.9857613482183375,0.4623236376296079,0.214298798947487,1253.7902526068137,2534.531538425598,2521.5805052136275,wmghmgy
0.02890147423947695,0.2066478463333351,-0.44136245382178213,1.0559641177860406,0.9829566955610719,-0.010719931084309908,0.10767418065667361,1261.280413588195,2549.3613169518135,2536.56082717639,q2lf0bv
0.20561325807254768,0.04208680994173619,0.3703768149573309,0.9439427749114335,0.9566477886174666,-0.24739338893315072,0.23394620897672475,1260.726644720325,2548.4043226526205,2535.45328944065,8fegd17
0.14270870678464553,0.09398560530258486,0.21459644465269917,1.4869659954133654,0.9763077151617047,-0.7975299529585239,0.25299927712021375,1261.7228736869697,2550.3967805859097,2537.4457473739394,8pqkjb4
-0.061376990877696824,0.15307350175825396,0.3565257324079449,0.9720599944751748,0.9820561803509883,-0.0430366642218753,0.3686681491124413,1287.1657639049793,2601.132017585382,2588.3315278099585,gvwlps1
0.08114425357271998,0.1953798651793947,0.09973115719089808,2.9501595736976896,0.9211608458561984,0.1309492548387688,0.2611311406282608,1236.0985000687165,2498.9974899128565,2486.197000137433,mn1jska
0.24754389678011912,0.21308284140406886,0.09661698410667774,1.2775819115659774,0.9773029468532217,-0.7417509423284319,-0.1476789415248076,1282.3523137835302,2591.6556607790308,2578.7046275670605,xra7q69
-0.003797904038792564,0.16071772496715417,-0.3227532261587184,2.4023328357565656,0.9802502893241978,0.7793177325214298,0.1825076292893847,1231.5987888157642,2489.998067406952,2477.1975776315285,ar0qknz
0.06891300467737344,0.04926311507153108,0.17328210734824623,1.89924621580219,0.9080783269205811,0.10576748733581381,0.174270416247781,1308.0793373026847,2643.1097078173398,2630.1586746053695,c1e2zl9
0.0542012087009075,0.05884771438926212,0.3069421472123683,2.629099689225918,0.9908182997427922,-0.538765328927742,0.2575995309650671,1245.460525448457,2517.7215406723376,2504.921050896914,9jz43k2
-0.04342860345461026,-0.1078398391675871,0.14650743302489233,2.1018336248533793,0.935523320258123,-0.6094429483826282,0.3689816544159651,1280.468754224053,2587.8885416600765,2574.937508448106,cm3m59j
0.020296462374113866,0.04934181078376697,0.09810932259026034,1.0923634111287157,0.9290639240951553,0.5710528148713413,0.29700126434911706,1284.4899459561545,2595.7803816877326,2582.979891912309,jua439e
0.15381038399242017,0.09112703354932392,0.744963433485494,1.0049708463188232,0.9738470801984178,0.22064257252958946,0.19422523193181013,1285.950195928427,2598.8514250688245,2585.900391856854,nbfo5rf
-0.0022060341180947917,0.050704137150771336,0.5290532465062805,2.5938156818440055,0.9075702949601552,-0.15181066408534782,0.04333854975551277,1312.221333560659,2651.2431568967418,2638.442667121318,bqc34bt
-0.037451037601468964,0.005432134993267973,-0.017258934804671056,1.4236335477129969,0.9602254116481369,-0.01722426472583588,0.16782203122573486,1244.6017323061299,2516.15449782423,2503.2034646122597,bs4kpws
0.1477457914045463,0.10126873799150155,-0.12784638203022686,1.3017154999139338,0.9538370033492347,-0.5462757141848702,0.17142423852596295,1339.116901786143,2705.0342933477095,2692.233803572286,zhqmcet
0.09706487539856928,-0.13273218033354095,0.20335285473359033,1.187836611966492,0.9898047151643465,0.6246966956967752,-0.07174152781753174,1203.547524344264,2434.0460819004984,2421.095048688528,rq5usn6
0.12687231841119684,0.05394137435122581,0.3008133146161479,1.7138830797456923,0.9463330959093534,-0.5340267803479543,0.1800522340341978,1254.9063812671407,2536.613252309705,2523.8127625342813,cgaaavj
0.16915070133154567,0.001350892711876689,-0.31727176174492433,1.039388354303,0.9907063089732543,0.0999238389643376,0.17140688777338958,1287.066132570552,2601.0832983530745,2588.132265141104,75oeo1w
0.003093784695719526,0.0033885948497351104,-0.26261236689659684,2.635061618782145,0.984058197666684,-0.15295093315974673,0.33356397302751783,1184.7866832261648,2396.373856227753,2383.5733664523295,baeufba
0.1022083416234476,0.03479897486306134,0.016679890524821578,1.6941549118235053,0.9425098011054583,-0.5795247109004156,0.23373470255972698,1251.4387960743668,2529.828625360704,2516.8775921487336,ep9ltzf
0.06284970975228515,0.07558772259307084,-0.10645194673134087,2.058855625909233,0.928104133069436,0.13458945222073376,0.008654379624494779,1339.1901108922668,2705.180711559957,2692.3802217845337,6vvb7gb
-0.0037730151751982355,-0.006479537426074045,-0.1094509526076256,1.6931295325555293,0.9693969126312951,0.3795513214072855,0.3693734244653824,1287.66835220606,2602.2877376240904,2589.33670441212,988gqbm
0.21631264352424423,0.019172926579802407,0.428605745243554,2.5350374488364418,0.9638374674177902,0.5702775430328175,0.15683523171537003,1168.7189510654366,2364.238391906297,2351.437902130873,5krb52j
0.25409048313302396,0.05239473886892684,-0.1481594152534313,1.9417216774667465,0.9825350997531642,-0.37024530657733706,0.242560294845647,1217.586041624613,2462.1231164611963,2449.172083249226,kmt3sqq
0.13236027085649882,-0.08694846909615915,0.3928889348290697,0.9066105440735341,0.948575851861587,0.10153349328762062,0.30674129780008597,1248.3609935018583,2523.52247677914,2510.7219870037165,er4bydt
0.22844714267567562,0.13346445286660646,0.04790980613539991,1.6118781948254126,0.9443634038389633,0.028226570196246525,0.27514216781842993,1261.6162368190699,2550.18350685011,2537.2324736381397,zjfj77s
0.20279041138154422,0.09414858348522745,0.40935329255310005,0.7102889669161898,0.996535031472562,-0.5826903094799447,0.3206902089647816,1302.9820290138014,2632.7645478030263,2619.9640580276027,a54faxs
0.14710006911483092,0.037042519765644114,0.09857046810576081,1.8865671987659245,0.9980363576853342,-0.28638091986538866,0.3264871613197719,1203.3116729001767,2433.574379012324,2420.6233458003535,7g3fent
-0.009413944566179666,0.05370794130937484,-0.38116423889672413,1.6585711516448294,0.978886434367946,0.9916975660885442,0.22861384236060064,1296.4149321422328,2619.630354059889,2606.8298642844657,6jxjm1d
0.17917417569069316,0.16445876339754573,-0.10543207903834373,1.4048154134945279,0.9328503869030459,-0.6916164251398349,0.34294317482074216,1264.4793958525847,2555.9098249171398,2542.9587917051695,tghj65z
0.09873945382297733,0.026803137092122814,0.00799094868407546,2.1664266916171013,0.9832233763087573,0.8116106413961737,0.09849257554717182,1250.4901297641948,2527.780749303813,2514.9802595283895,1nbtfek
0.2207646722157708,0.008274266913857076,0.7417017419044782,1.0377438225367364,0.9660029317026516,-0.8204624491781438,-0.10657108088368261,1253.6779161943796,2534.1563221641827,2521.355832388759,a1u8nxj
0.08170672493434647,0.1274189621467212,-0.02692011398269173,1.4500909938014064,0.9699321275718317,-0.2422808477835096,0.20999948505370203,1228.423313391586,2483.797659995142,2470.846626783172,1sn902t
0.22909856149883143,0.17576927587762686,-0.41112826574864125,2.232652519548248,0.928116086565888,0.801116947623046,0.06006617026724009,1183.1569887565158,2393.265010725002,2380.3139775130317,uasbahz
-0.16188135569399895,0.15821258878992378,0.3203147443405443,2.572632598222136,0.9822132915859859,-0.8995197762502622,-0.04001211848179953,1239.1424931649378,2505.085476105299,2492.2849863298757,5cwolor
0.2005118567085089,0.059889893565298516,0.3413449670528689,1.1906203549281709,0.9127823323639517,-0.5692609616170952,-0.007969282140585593,1216.3995424133914,2459.750118038753,2446.7990848267827,jz27eco
0.2178353574570404,0.06783226661592325,-0.06339325722718342,2.7603763054493515,0.9871256471619478,0.730264936948345,-0.08924365149181152,1275.1085180886173,2577.017525952658,2564.2170361772346,3pht4vg
0.11188896110861504,0.14621339508993347,-0.3378018579671461,0.9152829902222841,0.9696750765258728,-0.9770971269431064,0.3503464776815485,1267.4582300354327,2561.8674932828358,2548.9164600708655,g5mxweq
0.04196632497744523,-0.008452309931995652,-0.0701233185792009,2.5842560538088755,0.9174919507175282,0.17046488057833206,0.10510991572873495,1301.0758681556679,2628.9522260867593,2616.1517363113358,fhjyr0z
0.052191574623970005,0.08646763358034232,0.07766002333286176,1.788879074828667,0.9777256990730514,-0.16303910720968073,0.3605213382007531,1318.7799175758032,2664.36032492703,2651.5598351516064,yjnmfx2
0.3126693646561418,0.08548544202488229,-0.328022621439003,1.6578701147016575,0.9902930251319868,-0.9883177445014221,0.2001433777664002,1208.9240550256582,2444.7991432632866,2431.8481100513163,05xth2t
-0.17048625662526154,0.025102303602722892,0.550900337142141,2.8392648890978,0.9665589045844268,-0.06825824925087087,-0.2934084876033355,1329.4081825427465,2685.7673982974634,2672.816365085493,pfqzarw
0.2318265855381263,0.08038022812531165,0.6261533242454929,2.0257149208103167,0.9324055799486174,-0.4618285116880041,-0.06017970167757056,1303.8487633116172,2634.498016398658,2621.6975266232344,0f1h15m
0.1545427694943267,-0.24596181172549525,0.608801318640032,2.0976502130842403,0.9388226591349794,-0.25934249474848614,0.053697707319921906,1301.3987826276857,2629.7485984673417,2616.7975652553714,qpzbf6t
